instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,4,183975.539693,184727.732157,184345.962550,186792.625571,188182.000000,188182.000000,4.812036,5.876036,27.080036,27.096036,808,16149,300.000000,5,18,CBC,1
1,Old,4,183986.472340,184710.843868,184710.231321,187126.324454,188404.900000,188404.900000,1.898978,2.722978,73.798978,73.810978,2566,46391,300.000000,5,30,CBC,1
2,Old,4,183135.422618,183830.270717,183482.889196,186339.544133,187166.300000,187166.300000,1.021528,3.765528,15.493528,15.517528,356,10602,300.000000,5,18,CBC,1
3,Old,4,184173.722232,184828.559348,184828.559348,187001.073012,188854.900000,188854.900000,1.113769,1.645769,48.281769,48.293769,1806,34642,300.000000,5,13,CBC,1
4,Old,4,182717.937017,183403.754402,183360.584691,186312.546074,188408.100000,188408.100000,1.101918,2.949918,33.417918,33.437918,1086,27276,300.000000,5,13,CBC,1
5,Old,4,183882.610776,184602.605529,184602.536418,186390.789047,187760.500000,187760.500000,1.336830,3.228830,30.036830,30.052830,681,17591,300.000000,5,28,CBC,1
6,Old,4,182279.943667,183001.228654,183001.228654,185536.198267,186959.400000,186959.400000,1.471140,1.879140,60.963140,60.979140,1710,40688,300.000000,5,28,CBC,1
7,Old,4,182190.098944,182948.515847,182948.515847,185617.732546,187186.000000,187186.000000,1.234897,1.882897,71.606897,71.622897,3009,49174,300.000000,5,28,CBC,1
8,Old,4,183064.060484,183810.921290,183426.793019,185988.940423,187110.100000,187110.100000,1.811707,4.055707,158.723707,158.739707,4173,51756,300.000000,5,50,CBC,1
9,Old,4,182354.698226,183016.181508,182675.579210,185948.462113,187696.400000,187696.400000,1.847350,2.859350,73.179350,73.195350,3134,41913,300.000000,5,40,CBC,1
10,Old,4,182041.956942,182771.407313,182502.931103,185746.367253,186932.600000,186932.600000,1.624841,4.792841,19.228841,19.260841,417,9278,300.000000,5,46,CBC,1
