instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound
0,None,4,38893.903641,38893.903641,38893.903641,39029.457292,40001.062911,40005.053810,0.000012,0.253679,11.366051,46.259878,221514,1146200,3600.000000,0,0,0,GUROBI,1
1,None,4,38894.036998,38894.036998,38894.036998,39048.785929,40001.055379,40005.053810,0.000004,0.305134,2.776289,58.666525,311403,1620105,3600.000000,0,0,0,GUROBI,1
2,None,4,45253.210100,45253.210100,45253.210100,45399.482234,46312.714783,46317.323140,0.000004,0.504716,33.998526,99.042554,507553,2600434,3600.000000,0,0,0,GUROBI,1
3,None,4,38893.766284,38893.766284,38893.766284,39028.765798,40002.192010,40006.142150,0.000002,0.171410,5.943642,55.886414,324505,1595341,3600.000000,0,0,0,GUROBI,1
4,None,4,38894.150037,38894.150037,38894.150037,39039.800936,40002.066168,40006.053810,0.000002,0.373329,28.729842,66.955051,333585,1727733,3600.000000,0,0,0,GUROBI,1
5,None,4,45252.784516,45252.784516,45252.784516,45375.198014,46313.703103,46318.323140,0.000001,0.346768,82.079611,82.079742,427060,2121156,3600.000000,0,0,0,GUROBI,1
6,None,4,51687.472002,51687.472002,51687.472002,51787.677054,52661.868360,52667.123930,0.000003,0.142050,28.693667,97.781066,536088,2579735,3600.000000,0,0,0,GUROBI,1
7,None,4,20401.564248,20401.564248,20401.564248,20569.765652,21746.910994,21749.053840,0.000002,0.182173,32.514637,62.085368,294424,1539840,3600.000000,0,0,0,GUROBI,1
8,None,4,38894.359466,38894.359466,38894.359466,39025.042171,40002.054136,40006.053810,0.000004,0.240539,6.821625,121.642958,668702,3318745,3600.000000,0,0,0,GUROBI,1
9,None,4,38893.485684,38893.485684,38893.485684,39028.449895,40000.064467,40004.063763,0.000003,0.202176,2.794966,91.971643,509821,2523310,3600.000000,0,0,0,GUROBI,1
10,None,4,38894.398864,38894.398864,38894.398864,39030.056928,40002.055359,40006.053810,0.000001,0.207911,5.930316,76.300315,415585,2106493,3600.000000,0,0,0,GUROBI,1
